SongNumber,SongTitle,AlbumName,ArtistLocation,ArtistName,Duration,KeySignature,Popularity,Tempo,TimeSignature,Year,ArtistFamiliarity,ArtistPopularity,1 Star Artist Popularity,2 Star Artist Popularity,3 Star Artist Popularity,4 Star Artist Popularity,5 Star Artist Popularity,rap/hiphop/rnb,rock,folk/celtic,electronic/trance,metal,punk/grunge/ska,pop/chart,jazz/blues,country,soul/reggae/funk,dance
665,Song Sung Blue,Hot August Nights II,Brooklyn NY,Neil Diamond,172.38159,0,-1,127.275,4,1972,0.817635146,0.56,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
666,Cunla/The Friar's Breeches,Another Country,Ireland,The Chieftains;Colin James,218.33098,7,0,114.589,4,1992,0.662670206,0.38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
667,Party Time,A Devil's Possessions - Demos & Live 1980-1983,,45 Grave,163.26485,4,0.647368817,114.135,1,1989,0.596602385,0.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
668,The Hero Dies in This One,So Long_ Astoria,Anderson IN,The Ataris,246.85669,2,-1,145.711,4,2003,0.82785377,0.52,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
669,Below The Stars,Coastal,,The Field Mice,335.46404,7,0.526706659,70.09,4,1990,0.60542429,0.41,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
670,Plexis,Once More,Los Angeles CA,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,451.34322,11,-1,69.742,4,0,0.426683814,0.33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
671,Dance_ Dance,**** Live In Phoenix,Wilmette IL,Fall Out Boy,189.80526,7,-1,114.535,4,2008,0.93796475,0.57,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
672,I Go To Work,Greatest Hits,Harlem New York NY,Kool Moe Dee,281.33832,6,-1,83.856,3,1989,0.545866609,0.38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
673,El Momento,Cuando La Sangre Galopa,,Jaguares,302.8371,9,0.407233015,119.09,4,2001,0.668204961,0.49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
674,Soldats Ne Tirez Pas,Je Vous Reparlerai d'Amour,Centre,Gerard Lenorman,191.73832,11,0.215080319,112.192,4,1989,0.515344518,0.34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
675,Kitteldags,Jaktens Tid,,Finntroll,125.46567,1,0.654734537,110.972,4,2001,0.636436672,0.43,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
676,The Story (get It On),The Beat Goes On,,Tanto Metro & Devonte,209.03138,1,0,87.697,4,0,0.611788254,0.34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
677,Coppershot,Jamaica's Most Wanted,Kingston Jamaica,Bounty Killer,221.70077,9,-1,142.749,4,2001,0.693287839,0.39,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
678,Dump,Amerikaz Nightmare,Queensbridge NY,Mobb Deep featuring Nate Dogg,195.65669,6,0.496175336,91.562,4,2004,0.772272161,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
679,Dutty Wine,Reggae Gold 2006,,Tony Matterhorn,183.53587,10,0.68539826,127.493,4,2006,0.66395526,0.43,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
680,The Champ,Tiger Walk,Ukiah CA,Robben Ford,312.92036,2,0.599660358,114.681,3,1997,0.604820432,0.38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
681,Rock Star (LP Version),Zapp V,Dayton OH,Zapp,244.53179,11,0.352232225,110.444,4,0,0.597879192,0.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
682,Taste It,It Ain't Safe No More,East Flatbush Brooklyn NY,Busta Rhymes,226.32444,10,-1,146.971,5,2002,0.809828092,0.54,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
683,You've Lost That Lovin' Feelin',Very Best Of,St. Louis MO,Fontella Bass,204.35546,5,0.427446571,101.469,4,1992,0.558916244,0.39,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
684,Emit Remmus (Album Version),Californication,,Red Hot Chili Peppers,240.19546,0,0.73451325,112.961,4,1999,0.833967972,0.58,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
685,Moses,Living With Ghosts,Old Town ME,Patty Griffin,208.32608,4,0.546635489,95.738,4,1996,0.716101705,0.51,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
686,Outro,Bloodlust,Florence SC,Through the Eyes of the Dead,41.482,1,0.603030145,97.802,3,2005,0.740968894,0.46,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
687,Strange Days ( LP Version ),Strange Days,Los Angeles California United States,The Doors,186.56608,11,-1,121.744,4,1967,0.876829878,0.58,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
688,Safe Sex,No Pressure,,Erick Sermon,223.4771,1,0.405115722,197.741,4,1993,0.577973753,0.37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
689,Got The Bull By The Horns,The Spectacular Johnny Horton,Los Angeles CA,Johnny Horton,131.81342,6,-1,87.653,4,1996,0.610427725,0.44,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
690,Words With Fat Joe,Endangered Species,Bronx NY,Fat Joe,37.642,1,-1,172.279,1,0,0.822908534,0.57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
691,Si Juras Regresar,Enrique Iglesias,Madrid Spain,Enrique Iglesias,263.81016,9,0.468181071,141.22,4,1995,0.82735726,0.75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
692,Summer Nite,Beyond The Valley Of 1984,New York NY,The Plasmatics,286.9024,11,0.536032112,119.38,4,1981,0.557875168,0.36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
693,Intro/Chamber The Cartridge,The Sufferer & The Witness,Chicago,Rise Against,214.88281,8,0.774014062,109.45,3,2006,0.847081688,0.63,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
694,Wei Liang,Sandy Lam In Concert 2005 Live,,Sandy Lam,213.91628,4,0.499664862,98.991,4,0,0.49867683,0.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
695,I Cried All The Way To The Altar,Walkin' After Midnight - The Original Sessions Vol. I,Gore VA,Patsy Cline,148.40118,7,-1,91.637,3,1995,0.656727793,0.47,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
696,Hold On Baby,Janet,Los Angeles &amp; New York,Janet Jackson,10.34404,10,0.25055172,61.878,7,1993,0.881694731,0.57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
697,Valerie (LP Version),Fame And Fortune,England,Bad Company,208.87465,2,0.413983312,127.592,1,1986,0.696816892,0.48,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
698,Lonely No More,The Atlanta Years,Essex England,Humble Pie,193.54077,10,0.240004752,120.563,1,0,0.633545999,0.4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
699,Escape ( LP Version),The Hits/The B-Sides 3,Minneapolis MN,Prince,210.70322,4,0.49271364,119.956,4,0,0.831928825,0.59,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
700,The World'll Be OK,Four Thousand_ Seven Hundred and Seventy seconds; A Shortcut to Teenage Fanclub,Glasgow Scotland,Teenage Fanclu,266.89261,4,0.518310319,120.271,4,2003,0.684894723,0.51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
701,Summer Shudder,DECEMBERUNDERGROUND,Ukiah CA,AFI,187.03628,1,0.858630458,170.046,4,2006,0.909247283,0.55,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
702,Atomic Beat Boy (Album Version),Love And Glitter_ Hot Days And Muzik,Cardiff Wales,Helen Love,216.76363,3,0.367273416,142.004,4,0,0.581884359,0.35,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
703,Contact 00,Eargasm,London England,Plump DJs,348.55138,9,0.52252813,138.046,4,2003,0.630107322,0.45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
704,Did You Ever Go Steady,The Chiffons Absolutetly The Best!,New York NY [The Bronx],THE CHIFFONS,138.762,9,0.394394856,122.939,4,1963,0.599536502,0.4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
705,Slum Goddess (Originally Performed by The Fugs),Cover the Earth,Lansing MI,The Meatmen,218.5922,2,-1,149.034,5,0,0.514064276,0.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
706,Remember Me Lover (Album Version),The Incident,,Porcupine Tree,454.16444,9,0.839908888,132.972,4,2009,0.830252262,0.51,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
707,Transes-Dimanche,Integrale Les Cactus,Paris France,Jacques Dutronc,128.33914,9,-1,137.119,1,1968,0.612953154,0.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
708,Hunting,Made In Japan,Lille Nord-Pas-de-Calais France,Deep Forest,397.76608,1,0.777596478,145.464,4,1992,0.695421645,0.46,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
709,Last Good Time In Town,Long Road Out Of Eden,Los Angeles California,Eagles,427.36281,9,0.558997327,115.277,1,2007,0.76702021,0.63,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
710,Jump N Shout Featuring Slarta John (Radio Edit),Jump N' Shout,London England,Basement Jaxx,218.14812,11,0.645442546,126.805,5,1999,0.803619262,0.53,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
711,I Want What I Want,We Got The Neutron Bomb,,Weirdos_ The,161.27955,11,0,139.913,1,1978,0.507550906,0.41,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
712,Back From The Garden (Live),To Live Alone,,S.U.P,320.02567,0,-1,147.983,4,2001,0.406166635,0.27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
713,The Space Between,The Gorge,Charlottesville VA,DAVE MATTHEWS BAND,293.66812,6,0.825232995,85.141,4,2001,0.811890081,0.66,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
714,Ver de Feliz,Tiger Woods PGA Tour 2005,Earth,BT,311.90159,8,0.457447167,110.002,4,2006,0.786427083,0.51,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
715,Undertow,Live At CBGB's,New York NY,Agnostic Front,179.09506,4,0.608932946,110.791,5,1992,0.701441759,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
716,Death Or Jail,Based On A True Story,Virginia,Sick Of It All,171.07546,10,0.748424604,113.198,1,2010,0.690626256,0.42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
717,Don't Make Me Wait For Love,Duotones,Seattle Washington USA,Kenny G,285.98812,4,-1,84.825,4,1986,0.751629597,0.55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
718,Stop Whispering (US Version),Pablo Honey (Collector's Edition),Oxford UK,Radiohead,250.8273,2,0.607036691,122.428,4,1993,0.899934952,0.68,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
719,Please Me (24-Bit Digitally Remastered 02),Shinin' On (2002 Digital Remaster),Flint MI,Grand Funk,217.73016,2,0,114.934,4,0,0.69180085,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
720,Green Grows the Laurel,Come Fill Up Your Glasses,Alberta Canada,The Irish Rovers,240.32608,7,0.485722716,165.53,3,0,0.589314502,0.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
721,Soldiers Of Doomsday,The Great Stone War,City of Angels,Winds Of Plague,246.04689,2,0.627202596,140.238,7,2009,0.772958317,0.46,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
722,The Man with the Dogs,Give Me Convenience or Give Me Death,,Dead Kennedys,182.04689,5,0.798895652,223.62,1,1979,0.737037558,0.54,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
723,She cracked,Live at the longbranch and more,Boston MA,Modern Lovers,260.62322,7,0.800078986,142.857,4,1976,0.620541382,0.4,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
724,Some Love Like Yours,Grown Up Wrong,,The Real Kids,256.15628,4,-1,124.616,4,0,0.484893131,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
725,Just Say Yes,Just Say Yes,Dundee Scotland,Snow Patrol,284.1073,9,0.94599468,107.998,4,2009,0.818319359,0.67,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
726,Commercial Reign,Cool As,Manchester England,Inspiral Carpets,283.32363,2,0.561428518,113.608,4,1990,0.605109702,0.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
727,Ghetto Child,Wild & Wicked,Walker-on-Tyne England,Eric Burdon,318.37995,2,-1,86.833,3,1997,0.601069052,0.36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
728,Paid Vacation,Group Sex,California - LA,Circle Jerks,88.89424,1,0.779527168,156.605,1,1980,0.666522677,0.41,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
729,Intro,Berlin: Live at St. Ann's Warehouse,Brooklyn New York,Lou Reed,111.15057,7,0.460541281,65.896,4,0,0.810696983,0.48,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
730,Do Ya Thing (Remix) (Explicit Album Version),Killa Season,Harlem NY,Cam'Ron,174.88934,2,-1,101.883,4,2006,0.858270678,0.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
731,I Am Going (Album Version),Inspirational Journey,Marshville NC,Randy Travis,228.75383,11,-1,99.141,4,0,0.78787777,0.54,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
732,The Jumping Master,World War III,Jamaica,Mikey Dread,309.83791,1,0.536115092,144.144,4,1981,0.58568315,0.36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
733,Morpha Too [Alternate Mix],Keep An Eye On The Sky,Memphis TN,Big Star,88.00608,0,0.522556139,58.393,1,0,0.741040433,0.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
734,Night of the Hunter (Static Revenger Remix),Kings and Queens,Los Angeles CA,30 Seconds To Mars,297.53424,6,0.507269251,122.924,4,2009,0.909324834,0.68,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
735,Poezie De Strada / Street Poetry,Viata Noastra Vol 1 / Our Life Vol 1,,Bug Mafia,279.77098,1,0,186.006,4,0,0.566442655,0.44,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
736,Dark Horse,Axe To Fall,Boston Brooklyn USA,Converge,174.75873,1,0.74896057,156.924,4,2009,0.810506205,0.53,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
737,Junge Romer,Donauinsel Live,Vienna Austria,Falco,271.09832,8,-1,112.352,5,1991,0.674464705,0.49,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
738,Superbird,Neil Sedaka Selected Hits,Brooklyn NY,Neil Sedaka,256.9922,4,0.375984302,159.184,1,0,0.720842183,0.44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
739,A Means To An End [Live at Birmingham University] [2007 Re-mastered],Still [Collector's Edition],,Joy Division,241.08363,5,0.466304831,133.331,4,0,0.764287182,0.58,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
740,Play,J.Lo,The Bronx New York,Jennifer Lopez,211.56526,6,0.804749694,104.796,4,2001,0.877119424,0.56,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
741,The Shaskeen / Gan Ainm,Cherish The Ladies: Irish Women Musicians in America,,Cherish The Ladies,134.81751,2,-1,118.182,5,1999,0.581507855,0.39,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
742,I Don't Want To Hear Any More,Long Road Out Of Eden,Los Angeles California,Eagles,261.17179,5,0.567656587,92.186,4,2007,0.76702021,0.68,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
743,Warm Embrace (LP Version),Mobstability,Chicago IL,Twista & The Speedknot Mobstaz,377.86077,8,0.244510702,121.957,4,0,0.889613555,0.59,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
744,All Your Love,Bluesbreakers With Eric Clapton - Deluxe Edition,,John Mayall & The Bluesbreakers,214.69995,2,-1,107.458,4,1966,0.626803106,0.41,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
745,If You Build A Better Mousetrap,The Complete Recordings 1941-1947,Jamestown ND,Peggy Lee,185.0771,3,0.473346541,144.099,1,0,0.770813652,0.48,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
746,At The Atlantis,Black Dots,Washington D.C.,Bad Brains,118.04689,11,0.576315292,135.415,4,1996,0.726298027,0.56,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
747,United Blood (Album Version),Working Class Heroes,New York NY,Agnostic Front,98.2722,11,0.579038701,130.869,4,0,0.701441759,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
748,Don't Mess With Cupid (1972 demo),Manhattan Mayhem (a history of the Dolls),New York NY,New York Dolls,186.09587,10,0,122.03,4,0,0.717670525,0.48,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
749,Never Again,Dance Vault Mixes - Never Again,,Kelly Clarkson,368.92689,5,-1,131.991,5,2007,0.686812987,0.68,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
750,The Last Thing On My Mind (Previously Unissued),Life Is A Dream [Digital Version],,Noel Harrison,157.09995,11,-1,176.761,4,0,0.425009175,0.33,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
751,Jam 4 U,Whut? The Album,Newark NJ,Redman,185.83465,0,0.671040568,94.146,4,1992,0.743129776,0.49,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
752,Shadrach,Paul's Boutique,New York NY,Beastie Boys,247.7971,9,-1,100.788,4,1989,0.853124523,0.59,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
753,Help Youngblood Get To the Freaky Party,Starchild,Santa Monica CA,Teena Marie,345.67791,6,0.266955186,99.978,3,1984,0.621414328,0.44,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
754,The Never-Ending Why,Bright Lights,London England,Placebo,221.6224,7,-1,118.956,4,2009,0.804523521,0.59,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
755,Pretty Vacant,Jubilee,,Sex Pistols,194.58567,2,0.798113657,144.573,4,1977,0.73118423,0.55,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
756,It Feels So Good (Album Version),Adrenaline Rush,Chicago IL,Twista,368.03873,1,0.460541281,120.389,4,1997,0.889613555,0.59,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
757,Boo Hoo,Eye To The Telescope / KT Tunstall's Acoustic Extravaganza,Scotland,KT Tunstall,295.07873,7,0.607908633,137.806,1,2005,0.793708084,0.59,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
758,Son of Jack the Ripper,Rock'n'Roll is still alive ( Live in Hamburg ),Harrow Middlesex England,Screaming Lord Sutch,231.44444,9,0,130.76,4,0,0.525227336,0.34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
759,Day Old Blues,Aha Shake Heartbreak,Nashville Tennessee,Kings Of Leon,212.97587,4,0.724788814,85.855,4,2004,0.845768866,0.84,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
760,Away in a Manger,Rowdy Country Christmas,Nashville TN Texas,Loretta Lynn,197.58975,4,-1,83.976,3,0,0.658731278,0.41,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
761,Nevermind_ It's An Interview,Nevermind_ It's An Interview,London England,Nirvana,1061.79873,4,-1,131.056,4,0,0.825805386,0.66,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
762,She (1997 Digital Remaster),Static Age,New Jersey,The Misfits,82.1024,2,-1,185.615,1,1996,0.853725857,0.55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
763,Seventeen,Spunk,,Sex Pistols,129.93261,8,0.704852713,129.722,1,1977,0.73118423,0.55,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
764,Dodo's Bounce,Present Tense,Detroit MI,James Carter,366.0273,8,0.47212112,140.666,4,2008,0.498946148,0.34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
765,Revolution Action,60 Second Wipe Out,Berlin Germany,Atari Teenage Riot,249.46893,2,0.215080319,100.341,4,1999,0.686811617,0.44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
766,Killer Barracuda,Original Album Classics,Brownsville TX,Kris Kristofferson,183.06567,7,0.215080319,138.094,4,1995,0.732393707,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
767,Did You Get My Message?  (Live From Shubas),Selections For Friends,,Jason Mraz,336.43057,6,0.447915443,104.296,4,2007,0.842972108,0.79,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
768,Let's Seize The Time,The Universal Masters Collection,St. Catherine Jamaica,Jimmy Cliff,301.71383,0,0.265861049,122.773,1,1973,0.672199944,0.47,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
769,White Christmas,Ultimate Country Christmas,Staunton VA,The Statler Brothers,140.69506,0,-1,99.66,5,1994,0.634490513,0.41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
770,Teri Nau Ke Paune Teen,Ek-Dana,,Daler Mehndi,245.49832,0,0,146.856,4,2000,0.605278551,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
771,Sparrow (Remastered Album Version),Life Is A Dream [Digital Version],,Noel Harrison,166.73914,10,0,146.688,4,0,0.425009175,0.33,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
772,The Beginning (Giro E Giro Mix),The Beginning,Paddington London England,Seal,368.06485,6,-1,123.795,4,1991,0.567313224,0.58,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
773,What's Love Got to Do With It,Proper Rock,London,The Chap,216.2673,4,0.392008771,181.863,4,2008,0.612657824,0.46,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
774,Guard Your Grill (LP Version),Greatest Hits: Naughty's Nicest,East Orange NJ,Naughty By Nature,279.90159,6,-1,93.925,4,0,0.679748141,0.46,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
775,No Stopping Us [Eagles Ballroom Live Version],Tonight_ Not Again: Jason Mraz Live At The Eagles Ballroom,,Jason Mraz,369.94567,1,0.700152095,119.234,4,0,0.842972108,0.79,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
776,Poultry in the Parlour / Rolling the Ryegrass,In Your Ear,,Seamus Egan,198.84363,9,-1,201.512,1,0,0.477180009,0.33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
777,The Devil's Crown,We Will Rock You,,KRS-One,256.57424,1,-1,146.06,4,0,0.730246319,0.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
778,Rock Me (Live In Boston_ 1970) (1st Show),Live In Boston 1970,Los Angeles California United States,The Doors,434.15465,2,-1,86.051,3,0,0.876829927,0.58,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
779,Rock Star,Riot_ Riot_ Upstart,New York NY,Agnostic Front,94.6673,9,0.662251154,116.438,1,1999,0.701441759,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
780,Tibetan Turquoise (World),In A Distant Place,,R. Carlos Nakai,296.51546,1,0,107.963,1,0,0.577276089,0.38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
781,Superfly (Single Mix Version),Superfly:  Deluxe 25th Anniversary Edition,Chicago IL,Curtis Mayfield,188.21179,4,0.541551998,119.811,4,0,0.786921231,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
782,"Because You Loved Me (Theme from ""Up Close and Personal"")",My Love Ultimate Essential Collection,Charlemagne Quebec Canada,Celine Dion,274.57261,1,-1,120.047,4,1996,0.737437395,0.66,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
783,Mean Machine (Remastered LP Version),The Best Of Sugar Ray,Orange County CA,Sugar Ray,161.82812,11,0.563246899,92.299,4,2005,0.718400769,0.47,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
784,My Little Girl,LIVE AT MONTREUX,,The Jeff Healey Band,223.92118,9,0.678161109,126.16,4,1988,0.716854352,0.41,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
785,Bite Back,Dirty Little Secret,Stillwater OK,The All-American Rejects,279.71873,9,0.557880389,147.998,4,2005,0.840651579,0.58,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
786,Tearing Everyone Down,A New Kind of Army,Pittsburgh PA,Anti-Flag,175.25506,6,0.599715015,110.134,1,1998,0.844039532,0.52,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
787,Cop It,Music Is My Savior,New York NY [Washington Heights],MIMS,181.28934,11,0.529730607,105.393,4,2007,0.796320378,0.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
788,You Move Me,Whenever You Need Somebody,Newton-le-Willows Merseyside England,Rick Astley,225.4624,8,0.531983193,128.171,4,1987,0.754917645,0.51,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
789,Can I Get A Witness,Down With The King,,RUN-DMC,216.65914,6,0.471578248,102.176,4,1993,0.686988955,0.61,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
790,Left For Dead (Album Version),Chimaira,Cleveland OH,Chimaira,342.36036,7,0.612054954,93.513,4,2005,0.837450128,0.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
791,Till The End Of The Day (Alternate Mix),Keep An Eye On The Sky,Memphis TN,Big Star,133.45914,2,0.699474325,144.717,4,2009,0.741040433,0.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
792,Eriatarka,Deloused in the Comatorium,Long Beach California,The Mars Volta,380.42077,6,0.906077741,158.34,3,2003,0.867258942,0.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
793,Just Say Yes,Just Say Yes,Dundee Scotland,Snow Patrol,255.60771,9,-1,89.347,1,2009,0.818319359,0.67,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
794,Get It Together,Ill Communication,New York NY,Beastie Boys,245.7073,11,-1,101.044,4,1994,0.853124523,0.59,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
795,San Geng Ye Ban,Ultimate Colletion - Sandy Lam,,Sandy Lam,248.97261,2,-1,125.251,4,0,0.49867683,0.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
796,Baby (LP Version),For You,Minneapolis MN,Prince,190.06649,9,-1,138.165,4,1978,0.831928949,0.59,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
797,The Suit,Metal Box,London England,Public Image Ltd,209.3971,8,0.70340222,124.494,4,1979,0.684994897,0.42,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
798,This Is Where It Ends (Album Version),Born On A Pirate Ship,Toronto Ontario Canada,Barenaked Ladies,173.19138,7,-1,120.969,4,1996,0.822150362,0.79,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
799,All I Ever,A Little Deeper,London,Ms. Dynamite,269.81832,9,-1,150.567,4,2002,0.589694605,0.38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
800,Put Him Out,Put Him Out,London,Ms. Dynamite / Bounty Killer,241.37098,8,-1,105.201,4,2002,0.589694605,0.38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
