"SongNumber","Songtitle","","","AlbumName","","","ArtistLocation","","ArtistName","","","","Danceability","Duration","KeySignature","KeySignatureConfidence","Popularity","Tempo","TimeSignature","TimeSignatureConfidence","Year","ArtistFamiliarity","ArtistPopularity","Genre 1","Genre 2","Genre 3","Genre 4","Genre 5","Genre 6","Genre 7","Genre 8","Genre 9","Genre 10","Genre 11","Genre 12","Genre 13","Genre 14","Genre 15","Genre 16","Genre 17","Genre 18","Genre 19","Genre 20","Genre 21","Genre 22"
"838","b'Living Underground'","Living Underground'","Living Underground","b'The Greatest Hits - Vol. 1'","The Greatest Hits - Vol. 1'","The Greatest Hits - Vol. 1","United Kingdom'","United Kingdom","Atomic Rooster'","Atomic Rooster'","Atomic Rooster'","Atomic Rooster","0","220.39465","4","0.699","nan","146.708","4","0","2005","0.5207576350000001","0.404566538","progressive rock ","uk ","british ","english","","","","","","","","","","","","","","","","","",""
"839","b'Chinoiserie'","Chinoiserie'","Chinoiserie","bLive In Swing City- Swingin' With Duke""""","Live In Swing City- Swingin' With Duke""""","Live In Swing City- Swingin' With Duke","","","Lincoln Center Jazz Orchestra'","Lincoln Center Jazz Orchestra'","Lincoln Center Jazz Orchestra'","Lincoln Center Jazz Orchestra","0","304.84853","5","0","0.334706549","90.306","4","1","0","0.486974477","0.309813144","","","","","","","","","","","","","","","","","","","","","",""
"840","b'Perfect Tree'","Perfect Tree'","Perfect Tree","b'16 Great Christmas Classics Volume 3'","16 Great Christmas Classics Volume 3'","16 Great Christmas Classics Volume 3","MUNCIE Indiana'","MUNCIE Indiana","Ray Boltz & Steve Millikan'","Ray Boltz & Steve Millikan'","Ray Boltz & Steve Millikan'","Ray Boltz & Steve Millikan","0","245.62893","1","0.5629999999999999","nan","133.318","4","0.528","0","0.509481027","0.386292984","","","","","","","","","","","","","","","","","","","","","",""
"841","b'Careful In Career'","Careful In Career'","Careful In Career","b'Sons And Fascination/Sister Feelings Call'","Sons And Fascination/Sister Feelings Call'","Sons And Fascination/Sister Feelings Call","Glasgow Scotland'","Glasgow Scotland","Simple Minds'","Simple Minds'","Simple Minds'","Simple Minds","0","308.94975","7","0.583","0.474054831","139.402","3","1","1981","0.700679842","0.503362448","new wave ","rock ","british ","classic pop and rock ","soft rock ","70s ","00s ","uk ","80s ","male vocalists ","electronic ","pop ","90s ","scottish","","","","","","","",""
"842","b'I'm in Korea""","I'm in Korea""","I'm in Korea","b'If You Love Me'","If You Love Me'","If You Love Me","Monticello MS'","Monticello MS","J. B. Lenoir'","J. B. Lenoir'","J. B. Lenoir'","J. B. Lenoir","0","190.64118","11","0.253","0.427446571","98.018","3","1","1954","0.520553746","0.355974359","","","","","","","","","","","","","","","","","","","","","",""
"843","b'Oedipus Rex_ Atto Secondo: Divum Jocastae Caput Mortuum (Messaggero_ Coro) (Stravinsky)'","Oedipus Rex_ Atto Secondo: Divum Jocastae Caput Mortuum (Messaggero_ Coro) (Stravinsky)'","Oedipus Rex_ Atto Secondo: Divum Jocastae Caput Mortuum (Messaggero_ Coro) (Stravinsky)","b'Karajan: Stravinsky - Oedipus Rex; Bruckner - Te Deum'","Karajan: Stravinsky - Oedipus Rex; Bruckner - Te Deum'","Karajan: Stravinsky - Oedipus Rex; Bruckner - Te Deum","Salzburg Austria'","Salzburg Austria","Herbert  von Karajan'","Herbert  von Karajan'","Herbert  von Karajan'","Herbert  von Karajan","0","201.89995","7","0.307","nan","124.748","4","0.643","0","0.668055687","0.464152439","karajan ","german","","","","","","","","","","","","","","","","","","","",""
"844","b'Don't Stop The Music""","Don't Stop The Music""","Don't Stop The Music","b'Just Dance'","Just Dance'","Just Dance","St Michael Barbados '","St Michael Barbados ","Rihanna'","Rihanna'","Rihanna'","Rihanna","0","283.8722","11","0.021","nan","128.092","4","0","2007","0.917863906","0.908202619","barbadian ","pop and chart ","barbade ","barbadien ","pop ","dance-pop ","contemporary r b ","rnb ","barbados","","","","","","","","","","","","",""
"845","b'De pie'","De pie'","De pie","b'Uno'","Uno'","Uno","Arizona'","Arizona","Fuzz'","Fuzz'","Fuzz'","Fuzz","0","223.39873","6","0.445","nan","143.951","4","0.986","0","0.479290854","0.359775662","","","","","","","","","","","","","","","","","","","","","",""
"846","b'Disease'","Disease'","Disease","b'Lightning Strikes Again'","Lightning Strikes Again'","Lightning Strikes Again","Los Angeles CA'","Los Angeles CA","Dokken'","Dokken'","Dokken'","Dokken","0","210.88608","6","0.09","0.460541281","89.01900000000001","4","1","2008","0.7698964149999999","0.458293186","","","","","","","","","","","","","","","","","","","","","",""
"847","b'Roll Back The Rug'","Roll Back The Rug'","Roll Back The Rug","b'Doo-Wop Classics Vol. 10 [Musicnote Records'","Doo-Wop Classics Vol. 10 [Musicnote Records'","Doo-Wop Classics Vol. 10 [Musicnote Records","","","Ionics'","Ionics'","Ionics'","Ionics","0","140.38159","5","0.447","nan","136.463","4","0.849","0","0.350540091","0.193287062","","","","","","","","","","","","","","","","","","","","","",""
"848","b'Money Money Money'","Money Money Money'","Money Money Money","b'Knowing Me Knowing You'","Knowing Me Knowing You'","Knowing Me Knowing You","","","Top Of The Poppers'","Top Of The Poppers'","Top Of The Poppers'","Top Of The Poppers","0","184.29342","9","0.6","nan","121.238","1","0","0","0.351786572","0.177811011","","","","","","","","","","","","","","","","","","","","","",""
"849","b'Free (Album Version)'","Free (Album Version)'","Free (Album Version)","b'Return'","Return'","Return","Detroit MI'","Detroit MI","The Winans'","The Winans'","The Winans'","The Winans","0","263.20934","10","0.282","0","104.856","4","1","0","0.482148325","0.344198187","","","","","","","","","","","","","","","","","","","","","",""
"850","b'Jealousy'","Jealousy'","Jealousy","b'Strictly Vocals 2'","Strictly Vocals 2'","Strictly Vocals 2","","","Paulette Tajah'","Paulette Tajah'","Paulette Tajah'","Paulette Tajah","0","201.92608","1","0.645","0.215080319","150.024","4","0.13","0","0.339444459","0.319182535","","","","","","","","","","","","","","","","","","","","","",""
"851","b'Ready To Go'","Ready To Go'","Ready To Go","b'Republica'","Republica'","Republica","London England'","London England","Republica;Jonny Male;Dave Arch'","Republica;Jonny Male;Dave Arch'","Republica;Jonny Male;Dave Arch'","Republica;Jonny Male;Dave Arch","0","303.85587","10","0.501","nan","129.888","4","0","1996","0.614755589","0.396490352","british ","english ","techno ","dance-punk ","alternative dance ","uk ","rock ","electronic ","electronica ","alternative rock","","","","","","","","","","","",""
"852","b'Mama Kin'","Mama Kin'","Mama Kin","b'Lies / Appetite For Destruction'","Lies / Appetite For Destruction'","Lies / Appetite For Destruction","","","bGuns N' Roses""""","Guns N' Roses""""","Guns N' Roses","Guns N' Roses","0","237.13914","8","0.602","0.719747141","156.65","1","0.276","1986","0.844085061","0.71366982","hard rock ","american ","heavy metal ","rock ","metal ","classic pop and rock","","","","","","","","","","","","","","","",""
"853","b'Bust At You [featuring Baby_ Scarface & Tony Sunshine (edited album version)'","Bust At You [featuring Baby_ Scarface & Tony Sunshine (edited album version)'","Bust At You [featuring Baby_ Scarface & Tony Sunshine (edited album version)","b'Loyalty'","Loyalty'","Loyalty","Bronx NY'","Bronx NY","Fat Joe'","Fat Joe'","Fat Joe'","Fat Joe","0","277.002","10","0.113","0.345802234","167.878","4","0.406","2002","0.822908534","0.572027854","hip hop rnb and dance hall","","","","","","","","","","","","","","","","","","","","",""
"854","b'Searching For Home'","Searching For Home'","Searching For Home","b'Up The Dose'","Up The Dose'","Up The Dose","Orlando Florida'","Orlando Florida","Skrape'","Skrape'","Skrape'","Skrape","0","198.81751","7","0.32","0.473346541","133.912","1","0","2003","0.505846145","0.366592713","","","","","","","","","","","","","","","","","","","","","",""
"855","b'Reg mich nicht auf_ Johanna'","Reg mich nicht auf_ Johanna'","Reg mich nicht auf_ Johanna","b'Gassenhauer'","Gassenhauer'","Gassenhauer","","","Curt Bois'","Curt Bois'","Curt Bois'","Curt Bois","0","203.02322","7","0.644","0.212045405","123.765","3","1","0","0.251104742","0.119887622","","","","","","","","","","","","","","","","","","","","","",""
"856","b'The Reason I Go On'","The Reason I Go On'","The Reason I Go On","b'Taking Chances'","Taking Chances'","Taking Chances","Charlemagne Quebec Canada'","Charlemagne Quebec Canada","Celine Dion'","Celine Dion'","Celine Dion'","Celine Dion","0","224.20853","2","0.647","0.443291312","77.977","3","0.337","2007","0.7374373950000001","0.663686476","canadian ","pop ","classic pop and rock ","eurovision ","french","","","","","","","","","","","","","","","","",""
"857","b'Where Were You Last Night'","Where Were You Last Night'","Where Were You Last Night","bPee Wee King's Country Hoedown""""","Pee Wee King's Country Hoedown""""","Pee Wee King's Country Hoedown","Milwaukee WI'","Milwaukee WI","Pee Wee King'","Pee Wee King'","Pee Wee King'","Pee Wee King","0","167.00036","7","0.592","nan","151.049","4","0.961","0","0.408071911","0.313667192","","","","","","","","","","","","","","","","","","","","","",""
"858","b'E Sempre Assim'","E Sempre Assim'","E Sempre Assim","b'Me Diz Amor'","Me Diz Amor'","Me Diz Amor","","","Flavio Jose'","Flavio Jose'","Flavio Jose'","Flavio Jose","0","219.29751","9","0.731","0","164.815","4","0.674","0","0.424278927","0.29547099","","","","","","","","","","","","","","","","","","","","","",""
"859","b'Cicada'","Cicada'","Cicada","b'Frogstomp'","Frogstomp'","Frogstomp","Newcastle'","Newcastle","Silverchair'","Silverchair'","Silverchair'","Silverchair","0","312.13669","9","0.642","0.6156993670000001","122.243","4","1","1995","0.767768809","0.536219993","post-grunge ","australian ","experimental ","alternative rock ","hard rock ","rock ","mellow ","art rock ","grunge ","angsty ","newcastle ","baroque pop","","","","","","","","","",""
"860","b'The End Of The Line'","The End Of The Line'","The End Of The Line","b'Broken_ Beat & Scarred'","Broken_ Beat & Scarred'","Broken_ Beat & Scarred","Los Angeles CA'","Los Angeles CA","Metallica'","Metallica'","Metallica'","Metallica","0","472.45016","3","0.838","nan","111.504","4","0.513","2008","0.852136187","0.78033412","metal ","thrash metal ","american ","heavy metal ","hard rock ","rock ","speed metal ","80s ","seen live ","rock and indie ","thrash ","americain ","usa ","trash-metal ","douchebag metal ","american thrash metal ","90s","","","","",""
"861","b'LA River (Acoustic)'","LA River (Acoustic)'","LA River (Acoustic)","b'Let The Dominoes Fall'","Let The Dominoes Fall'","Let The Dominoes Fall","Bay Area CA'","Bay Area CA","Rancid'","Rancid'","Rancid'","Rancid","0","163.29098","7","0.745","0.463489662","126.464","1","0","0","0.850728266","0.542054631","","","","","","","","","","","","","","","","","","","","","",""
"862","b'Inner City Blues (Alternate Mix) (Bonus Track)'","Inner City Blues (Alternate Mix) (Bonus Track)'","Inner City Blues (Alternate Mix) (Bonus Track)","b'Closer To It!'","Closer To It!'","Closer To It!","","","bBrian Auger's Oblivion Express""""","Brian Auger's Oblivion Express""""","Brian Auger's Oblivion Express","Brian Auger's Oblivion Express","0","265.7171","5","0.593","0","193.84","7","0.424","0","0.450779113","0.324672497","classicpopandrock","","","","","","","","","","","","","","","","","","","","",""
"863","b'Empire Falls'","Empire Falls'","Empire Falls","b'All Empires Fall'","All Empires Fall'","All Empires Fall","Dublin Ireland'","Dublin Ireland","Primordial'","Primordial'","Primordial'","Primordial","0","458.9971","2","0.599","nan","129.626","4","0","2007","0.751040126","0.4181931","","","","","","","","","","","","","","","","","","","","","",""
"864","b'Princess Black'","Princess Black'","Princess Black","b'Black Woman And Child'","Black Woman And Child'","Black Woman And Child","","","Sizzla'","Sizzla'","Sizzla'","Sizzla","0","274.15465","1","0.135","0.48456253","168.013","4","0.549","1997","0.732571745","0.457981674","soul and reggae","","","","","","","","","","","","","","","","","","","","",""
"865","b'Bolero Militar'","Bolero Militar'","Bolero Militar","b'Don Leopardo'","Don Leopardo'","Don Leopardo","Buenos Aires'","Buenos Aires","Bersuit Vergarabat'","Bersuit Vergarabat'","Bersuit Vergarabat'","Bersuit Vergarabat","0","208.56118","5","0.323","0.304169503","121.91","4","0.631","1996","0.615504103","0.439836359","","","","","","","","","","","","","","","","","","","","","",""
"866","b'Rice Dream Girl'","Rice Dream Girl'","Rice Dream Girl","b'The First Two Albums'","The First Two Albums'","The First Two Albums","","","Casiotone For The Painfully Alone'","Casiotone For The Painfully Alone'","Casiotone For The Painfully Alone'","Casiotone For The Painfully Alone","0","108.40771","0","0.191","0.637783286","131.078","4","0","1999","0.6653221620000001","0.394217199","dance and electronica","","","","","","","","","","","","","","","","","","","","",""
"867","b'No more going home'","No more going home'","No more going home","b'Alles nur ein Traum'","Alles nur ein Traum'","Alles nur ein Traum","","","Rainer Bielfeldt'","Rainer Bielfeldt'","Rainer Bielfeldt'","Rainer Bielfeldt","0","239.01995","7","0.642","nan","149.259","4","0.606","0","0.407448072","0","","","","","","","","","","","","","","","","","","","","","",""
"868","b'Time After Time'","Time After Time'","Time After Time","b'After Ours'","After Ours'","After Ours","","","Ann Hampton Callaway'","Ann Hampton Callaway'","Ann Hampton Callaway'","Ann Hampton Callaway","0","312.65914","0","0.763","0.532453875","103.077","3","1","0","0.506773968","0.379761784","","","","","","","","","","","","","","","","","","","","","",""
"869","b'Misty Mountains'","Misty Mountains'","Misty Mountains","b'Never Seen The Light Of Day -Deluxe Version'","Never Seen The Light Of Day -Deluxe Version'","Never Seen The Light Of Day -Deluxe Version","Borlange'","Borlange","Mando Diao'","Mando Diao'","Mando Diao'","Mando Diao","0","144.03873","7","0.367","0.616433818","152.041","4","0.362","2007","0.807779928","0.486825413","suedois ","garage rock ","swedish ","scandinavia ","suede ","scandinave ","scandinavie ","scandinavian ","sweden ","swedish rock","","","","","","","","","","","",""
"870","b'All I Ever Really Wanted'","All I Ever Really Wanted'","All I Ever Really Wanted","b'Donnie McClurkin... Again'","Donnie McClurkin... Again'","Donnie McClurkin... Again","","","Donnie McClurkin'","Donnie McClurkin'","Donnie McClurkin'","Donnie McClurkin","0","198.5824","9","0.588","0.457447167","143.986","4","0.556","0","0.606011003","0.487202995","","","","","","","","","","","","","","","","","","","","","",""
"871","b'Brand New Broken Heart'","Brand New Broken Heart'","Brand New Broken Heart","b'Same Old Place'","Same Old Place'","Same Old Place","Ohio'","Ohio","NewFound Road'","NewFound Road'","NewFound Road'","NewFound Road","0","176.56118","7","1","0.253834736","223.34","4","0.48","2009","0.518501273","0.383700579","","","","","","","","","","","","","","","","","","","","","",""
"872","b'Te quiero tanto'","Te quiero tanto'","Te quiero tanto","b'Lo Mejor De Vilma Palma'","Lo Mejor De Vilma Palma'","Lo Mejor De Vilma Palma","","","Vilma Palma e Vampiros'","Vilma Palma e Vampiros'","Vilma Palma e Vampiros'","Vilma Palma e Vampiros","0","210.05016","7","0.203","nan","127.803","4","0.59","1993","0.58811765","0.378106965","","","","","","","","","","","","","","","","","","","","","",""
"873","b'Yesterdays'","Yesterdays'","Yesterdays","b'The Hollywood Collection'","The Hollywood Collection'","The Hollywood Collection","Attleboro MA'","Attleboro MA","Ray Conniff'","Ray Conniff'","Ray Conniff'","Ray Conniff","0","191.63383","0","0.143","0","65.852","4","0.742","0","0.555765","0.376514231","","","","","","","","","","","","","","","","","","","","","",""
"874","b'Mi Sangre Latino'","Mi Sangre Latino'","Mi Sangre Latino","b'Selecao De Ouro Vol.2'","Selecao De Ouro Vol.2'","Selecao De Ouro Vol.2"," Uba Minas Gerais'"," Uba Minas Gerais","Nelson Ned'","Nelson Ned'","Nelson Ned'","Nelson Ned","0","177.6322","9","0.394","0.247317099","85.7","3","0.207","0","0.498663649","0.32188269","","","","","","","","","","","","","","","","","","","","","",""
"875","b'Vincent'","Vincent'","Vincent","b'La Bonne Humeur'","La Bonne Humeur'","La Bonne Humeur","","","Madilu System'","Madilu System'","Madilu System'","Madilu System","0","451.44771","9","0","0.349166902","130.126","5","0.777","0","0.421209147","0.294607893","","","","","","","","","","","","","","","","","","","","","",""
"876","b'the fallen...'","the fallen...'","the fallen...","b'This Will Be The Death Of Us'","This Will Be The Death Of Us'","This Will Be The Death Of Us","San Francisco CA'","San Francisco CA","Set Your Goals'","Set Your Goals'","Set Your Goals'","Set Your Goals","0","204.40771","3","0.124","0.71839133","194.532","3","0.173","2009","0.823910087","0.549749652","steal your goals","","","","","","","","","","","","","","","","","","","","",""
